drug,side_effect,label,query
benazepril,glabellar reflex abnormal,0,Is glabellar reflex abnormal an adverse effect of benazepril?
benazepril,alveolar proteinosis,0,Is alveolar proteinosis an adverse effect of benazepril?
cyproterone,diabetes mellitus,1,Is diabetes mellitus an adverse effect of cyproterone?
cyproterone,nitrogen balance negative,1,Is nitrogen balance negative an adverse effect of cyproterone?
cyproterone,eczema,1,Is eczema an adverse effect of cyproterone?
cyproterone,bladder cancer,1,Is bladder cancer an adverse effect of cyproterone?
cyproterone,abdominal pain,1,Is abdominal pain an adverse effect of cyproterone?
cyproterone,breast tenderness,1,Is breast tenderness an adverse effect of cyproterone?
cyproterone,syncope,1,Is syncope an adverse effect of cyproterone?
cyproterone,spermatozoa abnormal,1,Is spermatozoa abnormal an adverse effect of cyproterone?
cyproterone,osteoporosis,1,Is osteoporosis an adverse effect of cyproterone?
cyproterone,speech disorder,1,Is speech disorder an adverse effect of cyproterone?
cyproterone,convulsion,0,Is convulsion an adverse effect of cyproterone?
cyproterone,incision site pain,0,Is incision site pain an adverse effect of cyproterone?
cyproterone,tumour pain,0,Is tumour pain an adverse effect of cyproterone?
cyproterone,spleen palpable,0,Is spleen palpable an adverse effect of cyproterone?
cyproterone,compression fracture,0,Is compression fracture an adverse effect of cyproterone?
cyproterone,sebaceous gland disorder,0,Is sebaceous gland disorder an adverse effect of cyproterone?
cyproterone,musculoskeletal stiffness,0,Is musculoskeletal stiffness an adverse effect of cyproterone?
cyproterone,carotid pulse,0,Is carotid pulse an adverse effect of cyproterone?
cyproterone,injection site swelling,0,Is injection site swelling an adverse effect of cyproterone?
cyproterone,blood uric acid abnormal,0,Is blood uric acid abnormal an adverse effect of cyproterone?
flumazenil,hyperhidrosis,1,Is hyperhidrosis an adverse effect of flumazenil?
flumazenil,hypertension,1,Is hypertension an adverse effect of flumazenil?
flumazenil,ventricular tachycardia,1,Is ventricular tachycardia an adverse effect of flumazenil?
flumazenil,tearfulness,1,Is tearfulness an adverse effect of flumazenil?
flumazenil,supraventricular tachycardia,1,Is supraventricular tachycardia an adverse effect of flumazenil?
flumazenil,headache,1,Is headache an adverse effect of flumazenil?
flumazenil,ill-defined disorder,1,Is ill-defined disorder an adverse effect of flumazenil?
flumazenil,discomfort,1,Is discomfort an adverse effect of flumazenil?
flumazenil,scotoma,1,Is scotoma an adverse effect of flumazenil?
flumazenil,nausea,1,Is nausea an adverse effect of flumazenil?
flumazenil,dacryostenosis acquired,0,Is dacryostenosis acquired an adverse effect of flumazenil?
flumazenil,stress at work,0,Is stress at work an adverse effect of flumazenil?
flumazenil,fructose intolerance,0,Is fructose intolerance an adverse effect of flumazenil?
flumazenil,lack of spontaneous speech,0,Is lack of spontaneous speech an adverse effect of flumazenil?
flumazenil,gestational hypertension,0,Is gestational hypertension an adverse effect of flumazenil?
flumazenil,parkinson's disease,0,Is parkinson's disease an adverse effect of flumazenil?
flumazenil,pulmonary alveolar haemorrhage,0,Is pulmonary alveolar haemorrhage an adverse effect of flumazenil?
flumazenil,reproductive toxicity,0,Is reproductive toxicity an adverse effect of flumazenil?
flumazenil,balance disorder,0,Is balance disorder an adverse effect of flumazenil?
flumazenil,sideroblastic anaemia,0,Is sideroblastic anaemia an adverse effect of flumazenil?
forteo,urethral disorder,1,Is urethral disorder an adverse effect of forteo?
forteo,musculoskeletal discomfort,1,Is musculoskeletal discomfort an adverse effect of forteo?
forteo,pollakiuria,1,Is pollakiuria an adverse effect of forteo?
forteo,cough,1,Is cough an adverse effect of forteo?
forteo,nausea,1,Is nausea an adverse effect of forteo?
forteo,headache,1,Is headache an adverse effect of forteo?
forteo,weight increased,1,Is weight increased an adverse effect of forteo?
forteo,chest pain,1,Is chest pain an adverse effect of forteo?
forteo,cardiac murmur,1,Is cardiac murmur an adverse effect of forteo?
forteo,malnutrition,1,Is malnutrition an adverse effect of forteo?
forteo,acne fulminans,0,Is acne fulminans an adverse effect of forteo?
forteo,orthostatic hypotension,0,Is orthostatic hypotension an adverse effect of forteo?
forteo,tooth erosion,0,Is tooth erosion an adverse effect of forteo?
forteo,ulna fracture,0,Is ulna fracture an adverse effect of forteo?
forteo,developmental coordination disorder,0,Is developmental coordination disorder an adverse effect of forteo?
forteo,white matter lesion,0,Is white matter lesion an adverse effect of forteo?
forteo,cholestatic liver injury,0,Is cholestatic liver injury an adverse effect of forteo?
forteo,muscle rupture,0,Is muscle rupture an adverse effect of forteo?
forteo,dysgraphia,0,Is dysgraphia an adverse effect of forteo?
forteo,stevens-johnson syndrome,0,Is stevens-johnson syndrome an adverse effect of forteo?
propranolol,alopecia,1,Is alopecia an adverse effect of propranolol?
propranolol,decreased appetite,1,Is decreased appetite an adverse effect of propranolol?
propranolol,erectile dysfunction,1,Is erectile dysfunction an adverse effect of propranolol?
propranolol,rash erythematous,1,Is rash erythematous an adverse effect of propranolol?
propranolol,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of propranolol?
propranolol,urticaria,1,Is urticaria an adverse effect of propranolol?
propranolol,raynaud's phenomenon,1,Is raynaud's phenomenon an adverse effect of propranolol?
propranolol,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of propranolol?
propranolol,anaphylactic shock,1,Is anaphylactic shock an adverse effect of propranolol?
propranolol,colitis ischaemic,1,Is colitis ischaemic an adverse effect of propranolol?
propranolol,hyperacusis,0,Is hyperacusis an adverse effect of propranolol?
propranolol,acute abdomen,0,Is acute abdomen an adverse effect of propranolol?
propranolol,eyelids pruritus,0,Is eyelids pruritus an adverse effect of propranolol?
propranolol,large intestinal ulcer,0,Is large intestinal ulcer an adverse effect of propranolol?
propranolol,allergic hepatitis,0,Is allergic hepatitis an adverse effect of propranolol?
propranolol,hangover,0,Is hangover an adverse effect of propranolol?
propranolol,pituitary tumour,0,Is pituitary tumour an adverse effect of propranolol?
propranolol,aspergillus infection,0,Is aspergillus infection an adverse effect of propranolol?
propranolol,pulmonary infarction,0,Is pulmonary infarction an adverse effect of propranolol?
propranolol,spinal cord injury,0,Is spinal cord injury an adverse effect of propranolol?
alfuzosin,tachycardia,1,Is tachycardia an adverse effect of alfuzosin?
alfuzosin,cholestatic liver injury,1,Is cholestatic liver injury an adverse effect of alfuzosin?
alfuzosin,skin disorder,1,Is skin disorder an adverse effect of alfuzosin?
alfuzosin,toxic epidermal necrolysis,1,Is toxic epidermal necrolysis an adverse effect of alfuzosin?
alfuzosin,pharyngitis,1,Is pharyngitis an adverse effect of alfuzosin?
alfuzosin,orthostatic hypotension,1,Is orthostatic hypotension an adverse effect of alfuzosin?
alfuzosin,vertigo,1,Is vertigo an adverse effect of alfuzosin?
alfuzosin,discomfort,1,Is discomfort an adverse effect of alfuzosin?
alfuzosin,intervertebral disc disorder,1,Is intervertebral disc disorder an adverse effect of alfuzosin?
alfuzosin,blood pressure systolic decreased,1,Is blood pressure systolic decreased an adverse effect of alfuzosin?
alfuzosin,supernumerary nipple,0,Is supernumerary nipple an adverse effect of alfuzosin?
alfuzosin,convulsion,0,Is convulsion an adverse effect of alfuzosin?
alfuzosin,haemolytic uraemic syndrome,0,Is haemolytic uraemic syndrome an adverse effect of alfuzosin?
alfuzosin,pulmonary ossification,0,Is pulmonary ossification an adverse effect of alfuzosin?
alfuzosin,sticky skin,0,Is sticky skin an adverse effect of alfuzosin?
alfuzosin,electroencephalogram abnormal,0,Is electroencephalogram abnormal an adverse effect of alfuzosin?
alfuzosin,female sexual arousal disorder,0,Is female sexual arousal disorder an adverse effect of alfuzosin?
alfuzosin,thirst,0,Is thirst an adverse effect of alfuzosin?
alfuzosin,feeling jittery,0,Is feeling jittery an adverse effect of alfuzosin?
alfuzosin,lymphoproliferative disorder,0,Is lymphoproliferative disorder an adverse effect of alfuzosin?
dantrolene,leukopenia,1,Is leukopenia an adverse effect of dantrolene?
dantrolene,dyspepsia,1,Is dyspepsia an adverse effect of dantrolene?
dantrolene,urticaria,1,Is urticaria an adverse effect of dantrolene?
dantrolene,convulsion,1,Is convulsion an adverse effect of dantrolene?
dantrolene,chills,1,Is chills an adverse effect of dantrolene?
dantrolene,rash,1,Is rash an adverse effect of dantrolene?
dantrolene,insomnia,1,Is insomnia an adverse effect of dantrolene?
dantrolene,crystalluria,1,Is crystalluria an adverse effect of dantrolene?
dantrolene,aplastic anaemia,1,Is aplastic anaemia an adverse effect of dantrolene?
dantrolene,thrombophlebitis,1,Is thrombophlebitis an adverse effect of dantrolene?
dantrolene,lordosis,0,Is lordosis an adverse effect of dantrolene?
dantrolene,meningomyelocele,0,Is meningomyelocele an adverse effect of dantrolene?
dantrolene,bowen's disease,0,Is bowen's disease an adverse effect of dantrolene?
dantrolene,irritability,0,Is irritability an adverse effect of dantrolene?
dantrolene,tachyphylaxis,0,Is tachyphylaxis an adverse effect of dantrolene?
dantrolene,pallor,0,Is pallor an adverse effect of dantrolene?
dantrolene,enanthema,0,Is enanthema an adverse effect of dantrolene?
dantrolene,ecg signs of myocardial ischaemia,0,Is ecg signs of myocardial ischaemia an adverse effect of dantrolene?
dantrolene,oropharyngeal candidiasis,0,Is oropharyngeal candidiasis an adverse effect of dantrolene?
dantrolene,scleral disorder,0,Is scleral disorder an adverse effect of dantrolene?
dicyclomine,dyskinesia,1,Is dyskinesia an adverse effect of dicyclomine?
dicyclomine,"hallucination, visual",1,"Is hallucination, visual an adverse effect of dicyclomine?"
dicyclomine,hypertension,1,Is hypertension an adverse effect of dicyclomine?
dicyclomine,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of dicyclomine?
dicyclomine,constipation,1,Is constipation an adverse effect of dicyclomine?
dicyclomine,nervous system disorder,1,Is nervous system disorder an adverse effect of dicyclomine?
dicyclomine,transient global amnesia,1,Is transient global amnesia an adverse effect of dicyclomine?
dicyclomine,mental disorder,1,Is mental disorder an adverse effect of dicyclomine?
dicyclomine,hypersensitivity,1,Is hypersensitivity an adverse effect of dicyclomine?
dicyclomine,delirium,1,Is delirium an adverse effect of dicyclomine?
dicyclomine,panic reaction,0,Is panic reaction an adverse effect of dicyclomine?
dicyclomine,early satiety,0,Is early satiety an adverse effect of dicyclomine?
dicyclomine,venous pressure jugular increased,0,Is venous pressure jugular increased an adverse effect of dicyclomine?
dicyclomine,serum sickness-like reaction,0,Is serum sickness-like reaction an adverse effect of dicyclomine?
dicyclomine,bone marrow granuloma,0,Is bone marrow granuloma an adverse effect of dicyclomine?
dicyclomine,drug screen positive,0,Is drug screen positive an adverse effect of dicyclomine?
dicyclomine,lipoma,0,Is lipoma an adverse effect of dicyclomine?
dicyclomine,abortion spontaneous,0,Is abortion spontaneous an adverse effect of dicyclomine?
dicyclomine,klinefelter's syndrome,0,Is klinefelter's syndrome an adverse effect of dicyclomine?
dicyclomine,cerebral atrophy,0,Is cerebral atrophy an adverse effect of dicyclomine?
norethisterone,infertility,1,Is infertility an adverse effect of norethisterone?
norethisterone,affect lability,1,Is affect lability an adverse effect of norethisterone?
norethisterone,somnolence,1,Is somnolence an adverse effect of norethisterone?
norethisterone,pain in extremity,1,Is pain in extremity an adverse effect of norethisterone?
norethisterone,erythema multiforme,1,Is erythema multiforme an adverse effect of norethisterone?
norethisterone,abortion spontaneous,1,Is abortion spontaneous an adverse effect of norethisterone?
norethisterone,depression,1,Is depression an adverse effect of norethisterone?
norethisterone,cerebral thrombosis,1,Is cerebral thrombosis an adverse effect of norethisterone?
norethisterone,hypersensitivity,1,Is hypersensitivity an adverse effect of norethisterone?
norethisterone,cerebral haemorrhage,1,Is cerebral haemorrhage an adverse effect of norethisterone?
norethisterone,coagulation test abnormal,0,Is coagulation test abnormal an adverse effect of norethisterone?
norethisterone,bronchopneumopathy,0,Is bronchopneumopathy an adverse effect of norethisterone?
norethisterone,pulmonary mass,0,Is pulmonary mass an adverse effect of norethisterone?
norethisterone,cerebrovascular disorder,0,Is cerebrovascular disorder an adverse effect of norethisterone?
norethisterone,eyelid disorder,0,Is eyelid disorder an adverse effect of norethisterone?
norethisterone,immunodeficiency,0,Is immunodeficiency an adverse effect of norethisterone?
norethisterone,epididymal tenderness,0,Is epididymal tenderness an adverse effect of norethisterone?
norethisterone,intestinal mass,0,Is intestinal mass an adverse effect of norethisterone?
norethisterone,lymphocytic infiltration,0,Is lymphocytic infiltration an adverse effect of norethisterone?
norethisterone,chromatopsia,0,Is chromatopsia an adverse effect of norethisterone?
pentoxifylline,nasal congestion,1,Is nasal congestion an adverse effect of pentoxifylline?
pentoxifylline,flushing,1,Is flushing an adverse effect of pentoxifylline?
pentoxifylline,oedema,1,Is oedema an adverse effect of pentoxifylline?
pentoxifylline,haemoglobin,1,Is haemoglobin an adverse effect of pentoxifylline?
pentoxifylline,aplastic anaemia,1,Is aplastic anaemia an adverse effect of pentoxifylline?
pentoxifylline,tachycardia,1,Is tachycardia an adverse effect of pentoxifylline?
pentoxifylline,malaise,1,Is malaise an adverse effect of pentoxifylline?
pentoxifylline,vomiting,1,Is vomiting an adverse effect of pentoxifylline?
pentoxifylline,rash,1,Is rash an adverse effect of pentoxifylline?
pentoxifylline,musculoskeletal discomfort,1,Is musculoskeletal discomfort an adverse effect of pentoxifylline?
pentoxifylline,post thrombotic syndrome,0,Is post thrombotic syndrome an adverse effect of pentoxifylline?
pentoxifylline,macular pigmentation,0,Is macular pigmentation an adverse effect of pentoxifylline?
pentoxifylline,post procedural constipation,0,Is post procedural constipation an adverse effect of pentoxifylline?
pentoxifylline,pulmonary vasculitis,0,Is pulmonary vasculitis an adverse effect of pentoxifylline?
pentoxifylline,growth retardation,0,Is growth retardation an adverse effect of pentoxifylline?
pentoxifylline,joint hyperextension,0,Is joint hyperextension an adverse effect of pentoxifylline?
pentoxifylline,haemorrhagic disorder,0,Is haemorrhagic disorder an adverse effect of pentoxifylline?
pentoxifylline,scrotal oedema,0,Is scrotal oedema an adverse effect of pentoxifylline?
pentoxifylline,venoocclusive liver disease,0,Is venoocclusive liver disease an adverse effect of pentoxifylline?
pentoxifylline,hypnagogic hallucination,0,Is hypnagogic hallucination an adverse effect of pentoxifylline?
ranitidine,rash,1,Is rash an adverse effect of ranitidine?
ranitidine,aplasia,1,Is aplasia an adverse effect of ranitidine?
ranitidine,tubulointerstitial nephritis,1,Is tubulointerstitial nephritis an adverse effect of ranitidine?
ranitidine,haematemesis,1,Is haematemesis an adverse effect of ranitidine?
ranitidine,eosinophilia,1,Is eosinophilia an adverse effect of ranitidine?
ranitidine,pain,1,Is pain an adverse effect of ranitidine?
ranitidine,blood ph decreased,1,Is blood ph decreased an adverse effect of ranitidine?
ranitidine,pancreatitis,1,Is pancreatitis an adverse effect of ranitidine?
ranitidine,malaise,1,Is malaise an adverse effect of ranitidine?
ranitidine,dizziness,1,Is dizziness an adverse effect of ranitidine?
ranitidine,mixed liver injury,0,Is mixed liver injury an adverse effect of ranitidine?
ranitidine,glucose tolerance decreased,0,Is glucose tolerance decreased an adverse effect of ranitidine?
ranitidine,brain abscess,0,Is brain abscess an adverse effect of ranitidine?
ranitidine,myofascial pain syndrome,0,Is myofascial pain syndrome an adverse effect of ranitidine?
ranitidine,fasting,0,Is fasting an adverse effect of ranitidine?
ranitidine,hypochromic anaemia,0,Is hypochromic anaemia an adverse effect of ranitidine?
ranitidine,ischaemic cardiomyopathy,0,Is ischaemic cardiomyopathy an adverse effect of ranitidine?
ranitidine,menstruation irregular,0,Is menstruation irregular an adverse effect of ranitidine?
ranitidine,fever neonatal,0,Is fever neonatal an adverse effect of ranitidine?
ranitidine,nasal oedema,0,Is nasal oedema an adverse effect of ranitidine?
trimethoprim,pruritus,1,Is pruritus an adverse effect of trimethoprim?
trimethoprim,dermatitis bullous,1,Is dermatitis bullous an adverse effect of trimethoprim?
trimethoprim,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of trimethoprim?
trimethoprim,leukocytoclastic vasculitis,1,Is leukocytoclastic vasculitis an adverse effect of trimethoprim?
trimethoprim,myalgia,1,Is myalgia an adverse effect of trimethoprim?
trimethoprim,meningitis aseptic,1,Is meningitis aseptic an adverse effect of trimethoprim?
trimethoprim,haemolysis,1,Is haemolysis an adverse effect of trimethoprim?
trimethoprim,haematuria,1,Is haematuria an adverse effect of trimethoprim?
trimethoprim,confusional state,1,Is confusional state an adverse effect of trimethoprim?
trimethoprim,haemolytic anaemia,1,Is haemolytic anaemia an adverse effect of trimethoprim?
trimethoprim,acne cystic,0,Is acne cystic an adverse effect of trimethoprim?
trimethoprim,peptic ulcer haemorrhage,0,Is peptic ulcer haemorrhage an adverse effect of trimethoprim?
trimethoprim,decreased vibratory sense,0,Is decreased vibratory sense an adverse effect of trimethoprim?
trimethoprim,paraparesis,0,Is paraparesis an adverse effect of trimethoprim?
trimethoprim,blepharitis,0,Is blepharitis an adverse effect of trimethoprim?
trimethoprim,post procedural haematoma,0,Is post procedural haematoma an adverse effect of trimethoprim?
trimethoprim,toxoplasmosis,0,Is toxoplasmosis an adverse effect of trimethoprim?
trimethoprim,electrocardiogram qrs complex prolonged,0,Is electrocardiogram qrs complex prolonged an adverse effect of trimethoprim?
trimethoprim,collagen-vascular disease,0,Is collagen-vascular disease an adverse effect of trimethoprim?
trimethoprim,haemorrhage intracranial,0,Is haemorrhage intracranial an adverse effect of trimethoprim?
colestyramine,osteoporosis,1,Is osteoporosis an adverse effect of colestyramine?
colestyramine,libido increased,1,Is libido increased an adverse effect of colestyramine?
colestyramine,steatorrhoea,1,Is steatorrhoea an adverse effect of colestyramine?
colestyramine,anaemia,1,Is anaemia an adverse effect of colestyramine?
colestyramine,biliary colic,1,Is biliary colic an adverse effect of colestyramine?
colestyramine,tinnitus,1,Is tinnitus an adverse effect of colestyramine?
colestyramine,oedema,1,Is oedema an adverse effect of colestyramine?
colestyramine,uveitis,1,Is uveitis an adverse effect of colestyramine?
colestyramine,dyspepsia,1,Is dyspepsia an adverse effect of colestyramine?
colestyramine,dental caries,1,Is dental caries an adverse effect of colestyramine?
colestyramine,cervical dysplasia,0,Is cervical dysplasia an adverse effect of colestyramine?
colestyramine,foetal damage,0,Is foetal damage an adverse effect of colestyramine?
colestyramine,adrenal insufficiency,0,Is adrenal insufficiency an adverse effect of colestyramine?
colestyramine,deafness permanent,0,Is deafness permanent an adverse effect of colestyramine?
colestyramine,blood uric acid increased,0,Is blood uric acid increased an adverse effect of colestyramine?
colestyramine,hepatitis cholestatic,0,Is hepatitis cholestatic an adverse effect of colestyramine?
colestyramine,spontaneous haematoma,0,Is spontaneous haematoma an adverse effect of colestyramine?
colestyramine,chondrocalcinosis,0,Is chondrocalcinosis an adverse effect of colestyramine?
colestyramine,application site scab,0,Is application site scab an adverse effect of colestyramine?
colestyramine,infusion site oedema,0,Is infusion site oedema an adverse effect of colestyramine?
dexrazoxane,breast disorder,1,Is breast disorder an adverse effect of dexrazoxane?
dexrazoxane,platelet count decreased,1,Is platelet count decreased an adverse effect of dexrazoxane?
dexrazoxane,mental disorder,1,Is mental disorder an adverse effect of dexrazoxane?
dexrazoxane,dizziness,1,Is dizziness an adverse effect of dexrazoxane?
dexrazoxane,abdominal pain,1,Is abdominal pain an adverse effect of dexrazoxane?
dexrazoxane,shock,1,Is shock an adverse effect of dexrazoxane?
dexrazoxane,neurotoxicity,1,Is neurotoxicity an adverse effect of dexrazoxane?
dexrazoxane,hypercalcaemia,1,Is hypercalcaemia an adverse effect of dexrazoxane?
dexrazoxane,alopecia,1,Is alopecia an adverse effect of dexrazoxane?
dexrazoxane,disease progression,1,Is disease progression an adverse effect of dexrazoxane?
dexrazoxane,genital lesion,0,Is genital lesion an adverse effect of dexrazoxane?
dexrazoxane,mononeuropathy,0,Is mononeuropathy an adverse effect of dexrazoxane?
dexrazoxane,obsessive rumination,0,Is obsessive rumination an adverse effect of dexrazoxane?
dexrazoxane,stillbirth,0,Is stillbirth an adverse effect of dexrazoxane?
dexrazoxane,large intestinal obstruction,0,Is large intestinal obstruction an adverse effect of dexrazoxane?
dexrazoxane,skin oedema,0,Is skin oedema an adverse effect of dexrazoxane?
dexrazoxane,type iia hyperlipidaemia,0,Is type iia hyperlipidaemia an adverse effect of dexrazoxane?
dexrazoxane,adjustment disorder,0,Is adjustment disorder an adverse effect of dexrazoxane?
dexrazoxane,breath holding,0,Is breath holding an adverse effect of dexrazoxane?
dexrazoxane,asthma,0,Is asthma an adverse effect of dexrazoxane?
glipizide,abdominal pain,1,Is abdominal pain an adverse effect of glipizide?
glipizide,vomiting,1,Is vomiting an adverse effect of glipizide?
glipizide,pain,1,Is pain an adverse effect of glipizide?
glipizide,rhinitis,1,Is rhinitis an adverse effect of glipizide?
glipizide,retinal haemorrhage,1,Is retinal haemorrhage an adverse effect of glipizide?
glipizide,eye disorder,1,Is eye disorder an adverse effect of glipizide?
glipizide,jaundice,1,Is jaundice an adverse effect of glipizide?
glipizide,migraine,1,Is migraine an adverse effect of glipizide?
glipizide,gait disturbance,1,Is gait disturbance an adverse effect of glipizide?
glipizide,diarrhoea,1,Is diarrhoea an adverse effect of glipizide?
glipizide,delirium,0,Is delirium an adverse effect of glipizide?
glipizide,head injury,0,Is head injury an adverse effect of glipizide?
glipizide,night sweats,0,Is night sweats an adverse effect of glipizide?
glipizide,malignant transformation,0,Is malignant transformation an adverse effect of glipizide?
glipizide,petit mal epilepsy,0,Is petit mal epilepsy an adverse effect of glipizide?
glipizide,electrocardiogram qt prolonged,0,Is electrocardiogram qt prolonged an adverse effect of glipizide?
glipizide,long qt syndrome congenital,0,Is long qt syndrome congenital an adverse effect of glipizide?
glipizide,choking,0,Is choking an adverse effect of glipizide?
glipizide,pain in jaw,0,Is pain in jaw an adverse effect of glipizide?
glipizide,xanthoma,0,Is xanthoma an adverse effect of glipizide?
mometasone,bronchospasm,1,Is bronchospasm an adverse effect of mometasone?
mometasone,skin striae,1,Is skin striae an adverse effect of mometasone?
mometasone,fatigue,1,Is fatigue an adverse effect of mometasone?
mometasone,upper respiratory tract infection,1,Is upper respiratory tract infection an adverse effect of mometasone?
mometasone,infection,1,Is infection an adverse effect of mometasone?
mometasone,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of mometasone?
mometasone,glaucoma,1,Is glaucoma an adverse effect of mometasone?
mometasone,pharyngitis,1,Is pharyngitis an adverse effect of mometasone?
mometasone,arthralgia,1,Is arthralgia an adverse effect of mometasone?
mometasone,endometriosis,1,Is endometriosis an adverse effect of mometasone?
mometasone,rickets,0,Is rickets an adverse effect of mometasone?
mometasone,spontaneous penile erection,0,Is spontaneous penile erection an adverse effect of mometasone?
mometasone,upper respiratory tract congestion,0,Is upper respiratory tract congestion an adverse effect of mometasone?
mometasone,anoxia,0,Is anoxia an adverse effect of mometasone?
mometasone,infusion site swelling,0,Is infusion site swelling an adverse effect of mometasone?
mometasone,hyporeflexia,0,Is hyporeflexia an adverse effect of mometasone?
mometasone,delirium,0,Is delirium an adverse effect of mometasone?
mometasone,photoonycholysis,0,Is photoonycholysis an adverse effect of mometasone?
mometasone,myocardial ischaemia,0,Is myocardial ischaemia an adverse effect of mometasone?
mometasone,neurosis,0,Is neurosis an adverse effect of mometasone?
nitroglycerin,hypersensitivity,1,Is hypersensitivity an adverse effect of nitroglycerin?
nitroglycerin,intracranial pressure increased,1,Is intracranial pressure increased an adverse effect of nitroglycerin?
nitroglycerin,orthostatic hypotension,1,Is orthostatic hypotension an adverse effect of nitroglycerin?
nitroglycerin,hypovolaemia,1,Is hypovolaemia an adverse effect of nitroglycerin?
nitroglycerin,coma,1,Is coma an adverse effect of nitroglycerin?
nitroglycerin,glucose-6-phosphate dehydrogenase deficiency,1,Is glucose-6-phosphate dehydrogenase deficiency an adverse effect of nitroglycerin?
nitroglycerin,oedema peripheral,1,Is oedema peripheral an adverse effect of nitroglycerin?
nitroglycerin,erythema,1,Is erythema an adverse effect of nitroglycerin?
nitroglycerin,bradycardia,1,Is bradycardia an adverse effect of nitroglycerin?
nitroglycerin,tachypnoea,1,Is tachypnoea an adverse effect of nitroglycerin?
nitroglycerin,pericarditis constrictive,0,Is pericarditis constrictive an adverse effect of nitroglycerin?
nitroglycerin,infected cyst,0,Is infected cyst an adverse effect of nitroglycerin?
nitroglycerin,uterine enlargement,0,Is uterine enlargement an adverse effect of nitroglycerin?
nitroglycerin,transient ischaemic attack,0,Is transient ischaemic attack an adverse effect of nitroglycerin?
nitroglycerin,skin erosion,0,Is skin erosion an adverse effect of nitroglycerin?
nitroglycerin,breast cyst,0,Is breast cyst an adverse effect of nitroglycerin?
nitroglycerin,orchitis noninfective,0,Is orchitis noninfective an adverse effect of nitroglycerin?
nitroglycerin,blood phosphorus increased,0,Is blood phosphorus increased an adverse effect of nitroglycerin?
nitroglycerin,urine odour abnormal,0,Is urine odour abnormal an adverse effect of nitroglycerin?
nitroglycerin,reticulocytosis,0,Is reticulocytosis an adverse effect of nitroglycerin?
quinapril,mental disorder,1,Is mental disorder an adverse effect of quinapril?
quinapril,feeling abnormal,1,Is feeling abnormal an adverse effect of quinapril?
quinapril,dry mouth,1,Is dry mouth an adverse effect of quinapril?
quinapril,tachycardia,1,Is tachycardia an adverse effect of quinapril?
quinapril,dizziness,1,Is dizziness an adverse effect of quinapril?
quinapril,photosensitivity reaction,1,Is photosensitivity reaction an adverse effect of quinapril?
quinapril,fatigue,1,Is fatigue an adverse effect of quinapril?
quinapril,hyperkalaemia,1,Is hyperkalaemia an adverse effect of quinapril?
quinapril,myalgia,1,Is myalgia an adverse effect of quinapril?
quinapril,liver function test abnormal,1,Is liver function test abnormal an adverse effect of quinapril?
quinapril,bladder irritation,0,Is bladder irritation an adverse effect of quinapril?
quinapril,musculoskeletal disorder,0,Is musculoskeletal disorder an adverse effect of quinapril?
quinapril,left ventricular dysfunction,0,Is left ventricular dysfunction an adverse effect of quinapril?
quinapril,obesity,0,Is obesity an adverse effect of quinapril?
quinapril,zygomycosis,0,Is zygomycosis an adverse effect of quinapril?
quinapril,ph urine increased,0,Is ph urine increased an adverse effect of quinapril?
quinapril,haematospermia,0,Is haematospermia an adverse effect of quinapril?
quinapril,nicotine dependence,0,Is nicotine dependence an adverse effect of quinapril?
quinapril,arachnoiditis,0,Is arachnoiditis an adverse effect of quinapril?
quinapril,palmar-plantar erythrodysaesthesia syndrome,0,Is palmar-plantar erythrodysaesthesia syndrome an adverse effect of quinapril?
rifampicin,myopathy,1,Is myopathy an adverse effect of rifampicin?
rifampicin,face oedema,1,Is face oedema an adverse effect of rifampicin?
rifampicin,haemolysis,1,Is haemolysis an adverse effect of rifampicin?
rifampicin,vascular purpura,1,Is vascular purpura an adverse effect of rifampicin?
rifampicin,haemoglobinuria,1,Is haemoglobinuria an adverse effect of rifampicin?
rifampicin,oedema,1,Is oedema an adverse effect of rifampicin?
rifampicin,nervous system disorder,1,Is nervous system disorder an adverse effect of rifampicin?
rifampicin,dizziness,1,Is dizziness an adverse effect of rifampicin?
rifampicin,urethral disorder,1,Is urethral disorder an adverse effect of rifampicin?
rifampicin,muscle spasms,1,Is muscle spasms an adverse effect of rifampicin?
rifampicin,hyperproteinaemia,0,Is hyperproteinaemia an adverse effect of rifampicin?
rifampicin,pleural disorder,0,Is pleural disorder an adverse effect of rifampicin?
rifampicin,colitis ulcerative,0,Is colitis ulcerative an adverse effect of rifampicin?
rifampicin,stomatitis necrotising,0,Is stomatitis necrotising an adverse effect of rifampicin?
rifampicin,meningism,0,Is meningism an adverse effect of rifampicin?
rifampicin,nail toxicity,0,Is nail toxicity an adverse effect of rifampicin?
rifampicin,electrocardiogram qrs complex prolonged,0,Is electrocardiogram qrs complex prolonged an adverse effect of rifampicin?
rifampicin,iron deficiency anaemia,0,Is iron deficiency anaemia an adverse effect of rifampicin?
rifampicin,small intestinal obstruction,0,Is small intestinal obstruction an adverse effect of rifampicin?
